Year,Year Code,Country Name,Country Code,"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]",Population growth (annual %) [SP.POP.GROW],"Population, female [SP.POP.TOTL.FE.IN]","Population, male [SP.POP.TOTL.MA.IN]","Population, total [SP.POP.TOTL]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]",Net migration [SM.POP.NETM]
2014,YR2014,Singapore,SGP,9.8,82.4951219512195,80.3,84.8,1.29844017799226,2606984,2862740,5469724,52.3379243047125,47.6620756952875,..
2014,YR2014,Sint Maarten (Dutch part),SXM,14.1,77.0682926829268,73.8,80.5,2.90226583447676,..,..,37685,..,..,..
2014,YR2014,Slovak Republic,SVK,10.2,76.8121951219512,73.3,80.5,0.0970454215834878,2786818,2631831,5418649,48.5698675839477,51.4301324160523,..
2014,YR2014,Slovenia,SVN,10.3,81.0780487804878,78.2,84.1,0.0983519219451147,1037549,1024431,2061980,49.681884489777,50.318115510223,..
2014,YR2014,Small states,SST,22.9842022908608,68.2053835345812,66.5865021581938,69.9955407459834,1.74154663114395,18034477,19576092,37861447,52.0494419111463,47.9505580888537,..
2014,YR2014,Solomon Islands,SLB,33.766,71.896,70.266,73.774,2.71941675327576,288724,298355,587079,50.820247360236,49.179752639764,..
2014,YR2014,Somalia,SOM,42.561,55.509,53.912,57.182,2.71739579646015,6725759,6697812,13423571,49.8959032585293,50.1040967414707,..
2014,YR2014,South Africa,ZAF,22.113,61.968,58.728,65.359,1.58378739591921,27620134,26924050,54544184,49.3619081367135,50.6380918632865,..
2014,YR2014,South Asia,SAS,20.5291263648168,68.3402033187487,67.1703387908325,69.6135660217008,1.28215324493084,834687441,892944581,1727632022,51.686040171746,48.313959828254,..
2014,YR2014,South Asia (IDA & IBRD),TSA,20.5291263648168,68.3402033187487,67.1703387908325,69.6135660217008,1.28215324493084,834687441,892944581,1727632022,51.686040171746,48.313959828254,..
2014,YR2014,South Sudan,SSD,36.509,56.552,55.106,58.034,1.91161097075419,5275534,5279348,10554882,50.0180674686842,49.9819325313158,..
2014,YR2014,Spain,ESP,9.2,83.2292682926829,80.4,86.2,-0.298951059088036,23635055,22845827,46480882,49.1510194541113,50.8489805458887,..
2014,YR2014,Sri Lanka,LKA,16.849,76.147,72.713,79.54,0.933207942647201,10746588,10031412,20778000,48.2790062126621,51.7209937873379,..
2014,YR2014,St. Kitts and Nevis,KNA,12.6,..,..,..,0.886221973644041,..,..,50776,..,..,..
2014,YR2014,St. Lucia,LCA,12.502,75.44,74.122,76.829,0.450800624034365,90501,87806,178307,49.2442809312029,50.7557190687971,..
2014,YR2014,St. Martin (French part),MAF,15.7,79.1731707317073,76.1,82.4,-1.21420996129686,..,..,36018,..,..,..
2014,YR2014,St. Vincent and the Grenadines,VCT,15.011,72.01,69.774,74.609,0.224376163139309,53399,55469,108868,50.9506925818422,49.0493074181578,..
2014,YR2014,Sub-Saharan Africa,SSF,37.0834707563778,59.4047969219195,57.7335187079486,61.0920074067119,2.74844041151982,486054416,482903936,968958352,49.8374295448369,50.1625704551631,..
2014,YR2014,Sub-Saharan Africa (excluding high income),SSA,37.0853645207624,59.4034933478592,57.7324786496621,61.0904397063144,2.74855305749267,486010139,482856854,968866993,49.8372694914852,50.1627305085148,..
2014,YR2014,Sub-Saharan Africa (IDA & IBRD countries),TSS,37.0834707563778,59.4047969219195,57.7335187079486,61.0920074067119,2.74844041151982,486054416,482903936,968958352,49.8374295448369,50.1625704551631,..
2014,YR2014,Sudan,SDN,33.728,64.169,62.453,65.919,2.41210746724027,19020771,18956886,37977657,49.9158913357925,50.0841086642075,..
2014,YR2014,Suriname,SUR,19.537,71.133,67.983,74.461,1.08726253313589,274853,278425,553278,50.3228033646738,49.6771966353262,..
2014,YR2014,Sweden,SWE,11.9,82.2536585365854,80.4,84.2,0.992219728591882,4852495,4843615,9696110,49.9542051458827,50.0457948541173,..
2014,YR2014,Switzerland,CHE,10.4,83.1975609756098,81.1,85.4,1.22010397343287,4139234,4049415,8188649,49.45156612787,50.5484338721299,..
2014,YR2014,Syrian Arab Republic,SYR,25.438,69.821,64.032,76.601,-4.53341481500366,9280573,9430138,18710711,50.3996774895406,49.6003225104594,..
2014,YR2014,Tajikistan,TJK,32.241,69.874,67.68,72.273,2.3669420480681,4088264,4164564,8252828,50.4622657833169,49.537734216683,..
2014,YR2014,Tanzania,TZA,38.302,62.288,60.22,64.349,3.0018010574385,25027953,24932610,49960563,49.9045817398015,50.0954182601986,..
2014,YR2014,Thailand,THA,10.999,75.747,72.102,79.49,0.430842608467137,34990213,33448535,68438748,48.8736804478071,51.1263195521929,..
2014,YR2014,Timor-Leste,TLS,29.285,68.197,66.375,70.127,1.80833335713318,580675,593658,1174333,50.5527818770315,49.4472181229685,..
2014,YR2014,Togo,TGO,35.032,59.58,58.806,60.334,2.60114952364707,3592387,3545610,7137997,49.6723380522575,50.3276619477425,..
2014,YR2014,Tonga,TON,25.756,70.427,68.506,72.363,-0.734749916526792,50505,50518,101023,50.0064341783554,49.9935658216446,..
2014,YR2014,Trinidad and Tobago,TTO,14.325,72.768,70.112,75.5,0.635411345010537,688380,673957,1362337,49.4706522688586,50.5293477311414,..
2014,YR2014,Tunisia,TUN,18.874,75.734,73.7,77.832,1.00150981471964,5575111,5488084,11063195,49.6066823372453,50.3933176627547,..
2014,YR2014,Turkey,TUR,16.94,76.172,73.075,79.209,1.70264361643927,39235978,37993284,77229262,49.195451330352,50.804548669648,..
2014,YR2014,Turkmenistan,TKM,26.418,67.552,64.137,71.011,1.84535409057192,2775337,2690987,5466324,49.2284577350336,50.7715422649664,..
2014,YR2014,Turks and Caicos Islands,TCA,..,..,..,..,1.82020316889615,..,..,35371,..,..,..
2014,YR2014,Tuvalu,TUV,..,..,..,..,1.13648001683484,..,..,10973,..,..,..
2014,YR2014,Uganda,UGA,41.564,60.669,58.716,62.496,3.3526820776788,18790443,18121087,36911530,49.0932968641506,50.9067031358494,..
2014,YR2014,Ukraine,UKR,10.8,71.1865853658537,66.25,76.37,-0.479262000344597,24340622,20931533,45272155,46.2348938286952,53.7651061713048,..
2014,YR2014,United Arab Emirates,ARE,10.958,77.095,76.414,78.504,0.176775197578861,2648905,6565277,9214182,71.2518702148492,28.7481297851508,..
2014,YR2014,United Kingdom,GBR,12,81.3048780487805,79.5,83.2,0.736463978721671,32780144,31822154,64602298,49.258548760981,50.741451239019,..
2014,YR2014,United States,USA,12.5,78.8414634146341,76.5,81.3,0.733361519937424,160946434,157439895,318386329,49.4493265271429,50.5506734728571,..
2014,YR2014,Upper middle income,UMC,14.3600874555027,74.7143340872618,72.076131415257,77.5720744252091,0.819451433075429,1203718270,1218037332,2423763411,50.2956339260131,49.7043660739869,..
2014,YR2014,Uruguay,URY,14.192,77.244,73.405,80.87,0.324100506456905,1760783,1639656,3400439,48.2189505531492,51.7810494468508,..
2014,YR2014,Uzbekistan,UZB,23.3,70.671,68.382,72.973,1.68690035915161,15441602,15316098,30757700,49.7959797667775,50.2040202332225,..
2014,YR2014,Vanuatu,VUT,31.174,69.719,68.222,71.373,2.78621356221544,129980,133908,263888,50.7442551385436,49.2557448614564,..
2014,YR2014,"Venezuela, RB",VEN,19.394,72.762,69.05,76.709,0.875663915804975,15089558,14953415,30042973,49.773419561373,50.226580438627,..
2014,YR2014,Vietnam,VNM,17.315,75.056,70.931,79.159,1.05363581050321,46014709,45699141,91713850,49.8279605533952,50.1720394466048,..
2014,YR2014,Virgin Islands (U.S.),VIR,13.2,78.8682926829268,75.6,82.3,-0.147274749553357,56434,51448,107882,47.6894973693474,52.3105026306526,..
2014,YR2014,West Bank and Gaza,PSE,31.885,73.303,71.631,75.057,2.3440772109436,2055699,2117699,4173398,50.7428024081466,49.2571975918534,..
2014,YR2014,World,WLD,19.2100409074316,71.7460320801402,69.575941813247,74.0741125824657,1.20334695075393,3599285700,3659746831,7261846543,50.416454516573,49.583545483427,..
2014,YR2014,"Yemen, Rep.",YEM,32.735,66.066,64.404,67.77,2.65414064347765,12806509,13016979,25823488,50.4075165988421,49.5924834011579,..
2014,YR2014,Zambia,ZMB,38.645,60.831,58.333,63.248,3.12124942934151,7782731,7617062,15399793,49.4621064062355,50.5378935937645,..
2014,YR2014,Zimbabwe,ZWE,34.978,58.41,56.632,59.892,1.7547410030553,7126795,6459915,13586710,47.5458370716678,52.4541629283322,..
2015,YR2015,Afghanistan,AFG,34.809,63.377,61.965,64.877,3.07705362914441,16727437,17686166,34413603,51.392950630598,48.607049369402,..
2015,YR2015,Africa Eastern and Southern,AFE,35.2997529119494,62.2592883749181,60.1394218562163,64.3882566590117,2.73259763999667,299403888,294467959,593871847,49.5844281649771,50.4155718350229,..
2015,YR2015,Africa Western and Central,AFW,38.5357221779267,56.5420091409513,55.5052050401234,57.5876834122906,2.73833156598,199813894,201772757,401586651,50.2438904524244,49.7561095475756,..
2015,YR2015,Albania,ALB,12.197,78.025,76.066,80.107,-0.291205786840436,1414246,1466457,2880703,50.9062024740151,49.0937975259849,..
2015,YR2015,Algeria,DZA,25.481,76.09,74.917,77.306,2.0453720881528,19664129,20063891,39728020,50.5031234881577,49.4968765118423,..
2015,YR2015,American Samoa,ASM,..,..,..,..,0.026882443238318,..,..,55806,..,..,..
2015,YR2015,Andorra,AND,..,..,..,..,-1.55213476921424,..,..,77993,..,..,..
2015,YR2015,Angola,AGO,42.52,59.398,56.737,62.237,3.43886936840162,14093136,13791244,27884380,49.4586718442368,50.5413281557632,..
2015,YR2015,Antigua and Barbuda,ATG,15.883,76.483,75.242,77.665,1.08418161589205,48543,45028,93571,48.1217471225059,51.8782528774941,..
2015,YR2015,Arab World,ARB,26.5769915732765,71.2495709689318,69.528973080028,73.1464794133021,2.09550643402568,191123779,204904522,396028301,51.7398684074459,48.2601315925541,..
2015,YR2015,Argentina,ARG,17.548,76.068,72.614,79.434,1.07800134449604,22115261,21016705,43131966,48.72651723201,51.27348276799,..
2015,YR2015,Armenia,ARM,14.795,74.467,70.921,77.708,0.450705991935445,1550226,1375333,2925559,47.0109473095569,52.9890526904431,..
2015,YR2015,Aruba,ABW,11.281,75.725,73.208,78.101,0.541048337127457,54742,49597,104339,47.5344789580119,52.4655210419881,..
2015,YR2015,Australia,AUS,12.9,82.4,80.4,84.5,1.43921665259925,11948693,11867302,23815995,49.8291256587956,50.1708743412044,..
2015,YR2015,Austria,AUT,9.8,81.190243902439,78.8,83.7,1.12099250236958,4411651,4231048,8642699,48.9551678846532,51.0448321153467,..
2015,YR2015,Azerbaijan,AZE,17.2,72.266,69.543,74.956,1.19120985807018,4847591,4801750,9649341,49.7624637304485,50.2375362695515,..
2015,YR2015,"Bahamas, The",BHS,14.224,73.088,70.802,75.296,0.959964408799924,192592,181608,374200,48.5323356493854,51.4676643506146,..
2015,YR2015,Bahrain,BHR,15.096,76.762,75.936,77.848,2.64276663660774,525097,846756,1371853,61.7235228555829,38.2764771444171,..
2015,YR2015,Bangladesh,BGD,19.156,71.514,69.978,73.316,1.11909103277687,77039130,79217157,156256287,50.6969405973406,49.3030594026594,..
2015,YR2015,Barbados,BRB,10.806,78.801,77.351,80.152,0.176093438142998,147779,137548,285327,48.2071447847557,51.7928552152443,..
2015,YR2015,Belarus,BLR,12.5,73.6243902439025,68.6,78.9,0.132853236725342,5058590,4402486,9461076,46.5326168206874,53.4673831793126,..
2015,YR2015,Belgium,BEL,10.8,80.9926829268293,78.7,83.4,0.579446241677791,5732314,5541882,11274196,49.1554563896608,50.8445436103392,..
2015,YR2015,Belize,BLZ,21.733,74.034,71.424,76.896,2.11686041760718,180791,180135,360926,49.9091226456393,50.0908773543607,..
2015,YR2015,Benin,BEN,37.432,60.608,59.1,62.082,2.77183788570358,5305830,5270132,10575962,49.8312304828629,50.1687695171371,..
2015,YR2015,Bermuda,BMU,9.4,81.0121951219512,77.3,84.91,0.151869636092964,..,..,65237,..,..,..
2015,YR2015,Bhutan,BTN,17.783,70.419,70.164,70.668,1.22080001903125,343867,384018,727885,52.7580593088194,47.2419406911806,..
2015,YR2015,Bolivia,BOL,22.821,70.277,67.6,73.105,1.51294243320221,5406288,5463444,10869732,50.2629135658542,49.7370864341458,..
2015,YR2015,Bosnia and Herzegovina,BIH,8.655,76.865,74.376,79.292,-1.52630451114807,1748019,1681343,3429362,49.0278658246053,50.9721341753947,..
2015,YR2015,Botswana,BWA,26.44,67.338,64.458,70.013,1.52506854883531,1099500,1021216,2120716,48.1543026034603,51.8456973965397,..
2015,YR2015,Brazil,BRA,14.472,74.994,71.345,78.698,0.838838953278811,103814243,100657516,204471759,49.2280775067818,50.7719224932182,..
2015,YR2015,British Virgin Islands,VGB,..,..,..,..,0.560784501633955,..,..,29148,..,..,..
2015,YR2015,Brunei Darussalam,BRN,16.365,75.318,74.175,76.547,1.24557202006897,199086,215828,414914,52.0175265235687,47.9824734764313,..
2015,YR2015,Bulgaria,BGR,9.2,74.6146341463415,71.2,78.2,-0.638069468160719,3686934,3491057,7177991,48.6355685949171,51.3644314050829,..
2015,YR2015,Burkina Faso,BFA,39.437,59.919,59.183,60.525,2.93935056790969,9091844,9018772,18110616,49.7982619696646,50.2017380303353,..
2015,YR2015,Burundi,BDI,40.883,60.123,58.325,61.893,3.15690795388679,5129299,5030735,10160034,49.5149425681056,50.4850574318944,..
2015,YR2015,Cabo Verde,CPV,20.754,72.117,68.588,75.423,1.23949829305891,261670,263070,524740,50.133399397797,49.866600602203,..
2015,YR2015,Cambodia,KHM,23.674,68.637,66.474,70.61,1.60368077118284,7950994,7570441,15521435,48.7741049716086,51.2258950283914,..
2015,YR2015,Cameroon,CMR,36.964,57.583,56.27,58.908,2.68184811095466,11657496,11640880,23298376,49.9643408622129,50.0356591377871,..
2015,YR2015,Canada,CAN,10.7,81.9,79.9,84,0.746339477969813,17999309,17703599,35702908,49.5858734424177,50.4141265575823,..
2015,YR2015,Caribbean small states,CSS,16.5269810830362,73.2730249020468,71.1110295593141,75.5210485016784,0.67964574333412,3576969,3522849,7222197,49.618863469458,50.381136530542,..
2015,YR2015,Cayman Islands,CYM,11,..,..,..,1.42452783813017,..,..,61721,..,..,..
2015,YR2015,Central African Republic,CAF,36.454,50.881,48.985,52.793,0.647515777004538,2266606,2226565,4493171,49.5544238133826,50.4455761866174,..
2015,YR2015,Central Europe and the Baltics,CEB,9.88846999346859,76.5718777647788,72.9612751377891,80.3728852319135,-0.230243282701295,53307441,49950445,103257886,48.3744590826822,51.6255409173178,..
2015,YR2015,Chad,TCD,43.73,53.137,51.743,54.552,3.22199984419079,7069237,7041734,14110971,49.9025474575775,50.0974525424225,..
2015,YR2015,Channel Islands,CHI,10.17,82.429,80.341,84.428,0.77695280580967,83671,81716,165387,49.4089620103152,50.5910379896848,..
2015,YR2015,Chile,CHL,13.369,79.646,76.892,82.25,1.17771785691816,9124556,8844800,17969356,49.2215747742991,50.7784252257009,..
2015,YR2015,China,CHN,12.07,75.928,73.793,78.288,0.581456146657648,671212022,708647978,1379860000,51.3565128422258,48.6434871577742,..
2015,YR2015,Colombia,COL,15.515,76.531,73.686,79.346,1.1704451989867,24231886,23288781,47520667,49.0076896437502,50.9923103562498,..
2015,YR2015,Comoros,COM,33.328,63.471,61.804,65.195,2.34845598521899,385346,392089,777435,50.4336696958588,49.5663303041412,..
2015,YR2015,"Congo, Dem. Rep.",COD,42.808,59.254,57.79,60.726,3.3028191819646,38224572,38019960,76244532,49.8658185743733,50.1341814256267,..
2015,YR2015,"Congo, Rep.",COG,34.511,63.097,61.801,64.339,2.48375698671647,2433522,2422571,4856093,49.8872447459305,50.1127552540695,..
2015,YR2015,Costa Rica,CRI,14.762,79.565,77.029,82.184,1.0870985434196,2422275,2425530,4847805,50.0335718949091,49.9664281050909,..
2015,YR2015,Cote d'Ivoire,CIV,36.438,56.065,54.935,57.344,2.52216477826712,11478829,11747319,23226148,50.5779908058796,49.4220091941203,..
2015,YR2015,Croatia,HRV,8.9,77.2756097560976,74.3,80.4,-0.824099163913538,2182274,2021330,4203604,48.0856505532648,51.9143494467353,..
2015,YR2015,Cuba,CUB,10.822,78.561,76.604,80.539,0.157902541706838,5697027,5627750,11324777,49.6941352575861,50.3058647424139,..
2015,YR2015,Curacao,CUW,11.9,78.0756097560976,75.1,81.2,1.31959390251523,85606,72374,157980,45.8123240538004,54.1876759461996,..
2015,YR2015,Cyprus,CYP,11.011,80.35,78.165,82.539,0.751316386354157,579592,581395,1160987,50.0776494482712,49.9223505517288,..
2015,YR2015,Czech Republic,CZE,10.5,78.5780487804878,75.7,81.6,0.196588748472653,5364266,5181793,10546059,49.1348775962397,50.8651224037603,..
2015,YR2015,Denmark,DNK,10.2,80.7024390243902,78.8,82.7,0.706423849687002,2857267,2826216,5683483,49.7268354165586,50.2731645834414,..
2015,YR2015,Djibouti,DJI,22.921,64.136,62.399,66.086,1.68713196053581,430881,483117,913998,52.8575554869923,47.1424445130077,..
2015,YR2015,Dominica,DMA,..,..,..,..,0.118088664559983,..,..,71175,..,..,..
2015,YR2015,Dominican Republic,DOM,20.32,73.241,70.189,76.525,1.13948330027521,5134308,5147367,10281675,50.0635061894098,49.9364938105902,..
2015,YR2015,Early-demographic dividend,EAR,21.0969524929688,69.7485062321695,67.9850889004527,71.639448932553,1.37907753512323,1531698598,1590458235,3122156833,50.9410103446083,49.0589896553917,..
2015,YR2015,East Asia & Pacific,EAS,13.5956355214601,75.3946135673733,72.940608848052,78.0439000568681,0.722074344255347,1129081837,1162213721,2291503725,50.7229945542626,49.2770054457374,..
2015,YR2015,East Asia & Pacific (excluding high income),EAP,14.1573005631481,74.5022718470481,72.1289613897257,77.0722750810723,0.770196216214686,1005169744,1041535931,2046830024,50.8884078363997,49.1115921636003,..
2015,YR2015,East Asia & Pacific (IDA & IBRD countries),TEA,14.1603773754473,74.5399104226023,72.180301127577,77.1009540907814,0.773549980892611,992300162,1029221681,2021618425,50.9132109884769,49.0867890115231,..
2015,YR2015,Ecuador,ECU,20.432,76.143,73.378,79.021,1.61793842153926,8097063,8114959,16212022,50.0551936087923,49.9448063912077,..
2015,YR2015,"Egypt, Arab Rep.",EGY,28.182,71.302,69.144,73.563,2.20702533886058,45724871,46717678,92442549,50.5369859500521,49.4630140499479,..
2015,YR2015,El Salvador,SLV,18.734,72.412,67.571,76.949,0.475379938992478,3350892,2974229,6325121,47.0224838386491,52.9775161613509,..
2015,YR2015,Equatorial Guinea,GNQ,34.768,57.359,56.315,58.603,4.04289647772825,522589,645986,1168575,55.2798066020581,44.7201933979419,..
2015,YR2015,Eritrea,ERI,32.191,64.664,62.565,66.838,..,..,..,..,..,..,..
2015,YR2015,Estonia,EST,10.6,77.590243902439,73.2,82.2,0.0655525295417938,700146,615261,1315407,46.7734332829024,53.2265667170976,..
2015,YR2015,Eswatini,SWZ,27.579,55.359,51.781,59.383,0.819991316155699,571808,532230,1104038,48.2075798115645,51.7924201884355,..
2015,YR2015,Ethiopia,ETH,33.635,65.048,63.207,66.926,2.75611161556288,50426864,50408589,100835453,49.9909382070213,50.0090617929787,..
2015,YR2015,Euro area,EMU,9.66387313648041,81.5692290983944,78.9903296338129,84.2866025983177,0.303179467875282,173749423,165738959,339488382,48.8202150551647,51.1797849448353,..
2015,YR2015,Europe & Central Asia,ECS,12.3669943730868,77.2408103285874,74.0938349287293,80.5945993301356,0.476733283000868,466723082,437750892,906669764,48.3983953713693,51.6016046286307,..
2015,YR2015,Europe & Central Asia (excluding high income),ECA,15.1765495400149,72.7069912657766,68.694960372089,76.9247459702789,0.623954746276056,213121263,195164186,410073645,47.8009161953888,52.1990838046112,..
2015,YR2015,Europe & Central Asia (IDA & IBRD countries),TEC,14.6582266763126,73.1479306755668,69.1578539847041,77.3466697397197,0.551979789113389,234878251,215597214,452263661,47.8599235810872,52.1400764189128,..
2015,YR2015,European Union,EUU,9.74187513759078,80.5668071415956,77.8240319924782,83.4585508302198,0.218020030020739,227650560,216893201,444543761,48.7900671363794,51.2099328636206,..
2015,YR2015,Faroe Islands,FRO,12.4,81.8439024390244,79.6,84.2,0.187461000533659,..,..,48055,..,..,..
2015,YR2015,Fiji,FJI,21.983,67.103,65.517,68.818,0.251861863930646,427260,441372,868632,50.8123117729948,49.1876882270052,..
2015,YR2015,Finland,FIN,10.1,81.4804878048781,78.7,84.4,0.329383885818507,2782702,2696829,5479531,49.2164204156517,50.7835795843483,..
2015,YR2015,Fragile and conflict affected situations,FCS,34.5784621662003,61.2210465625118,59.4221021851726,63.0265574877505,2.37734785740369,414405979,414273323,830536041,49.9919958914331,50.0080041085669,..
2015,YR2015,France,FRA,12,82.3219512195122,79.2,85.6,0.355569240058298,34302345,32245927,66548272,48.4549423570847,51.5450576429153,..
2015,YR2015,French Polynesia,PYF,15.473,76.787,74.667,79.127,0.516123546754037,134452,138667,273119,50.7716416653547,49.2283583346453,..
2015,YR2015,Gabon,GAB,32.927,64.913,63.153,66.713,3.33525107312594,955859,991831,1947690,50.9234529108842,49.0765470891158,..
2015,YR2015,"Gambia, The",GMB,39.719,60.91,59.602,62.275,3.00872083418281,1051160,1034700,2085860,49.6054385241579,50.3945614758421,..
2015,YR2015,Georgia,GEO,14.078,72.973,68.517,77.402,0.157481405176007,1946270,1779006,3725276,47.7550208986676,52.2449791013324,..
2015,YR2015,Germany,DEU,9,80.6414634146341,78.3,83.1,0.865702643950251,41511610,40175001,81686611,49.1818673658713,50.8181326341287,..
2015,YR2015,Ghana,GHA,30.714,62.772,61.806,63.747,2.26877798247593,13744367,14104836,27849203,50.6471801006298,49.3528198993702,..
2015,YR2015,Gibraltar,GIB,..,..,..,..,0.0474298935790141,..,..,33742,..,..,..
2015,YR2015,Greece,GRC,8.5,81.0365853658537,78.5,83.7,-0.658861360878339,5508921,5311962,10820883,49.0899165711124,50.9100834288876,..
2015,YR2015,Greenland,GRL,15.2,71.2463414634146,69.1,73.5,-0.322038549275343,..,..,56114,..,..,..
2015,YR2015,Grenada,GRD,17.074,72.445,70.125,75.017,0.64347164631606,54314,55289,109603,50.4447870952437,49.5552129047563,..
2015,YR2015,Guam,GUM,17.007,79.144,75.976,82.614,0.522831661338121,79934,81917,161851,50.6126004782176,49.3873995217824,..
2015,YR2015,Guatemala,GTM,25.627,73.25,70.172,76.262,1.69146509302391,7909392,7658027,15567419,49.1926589416656,50.8073410583344,..
2015,YR2015,Guinea,GIN,37.583,59.598,59.003,59.993,2.4898348435131,5957128,5474968,11432096,47.8912003538109,52.1087996461891,..
2015,YR2015,Guinea-Bissau,GNB,36.819,56.959,54.765,59.024,2.6111512533031,891313,845894,1737207,48.6927579729992,51.3072420270008,..
2015,YR2015,Guyana,GUY,20.629,69.262,66.155,72.574,0.530702759294195,383716,383717,767433,50.0000651522674,49.9999348477326,..
2015,YR2015,Haiti,HTI,25.581,62.485,60.35,64.632,1.37950998738794,5415970,5279570,10695540,49.3623510360393,50.6376489639607,..
2015,YR2015,Heavily indebted poor countries (HIPC),HPC,36.6621662875771,61.8529528922159,60.1541819348938,63.5509996713794,2.83412658229574,360278753,357849655,718128408,49.8308730045393,50.1691269954607,..
2015,YR2015,High income,HIC,10.9305696031894,80.4985192820744,77.9612498535891,83.2074353565808,0.583995863973513,596705596,589802410,1187317397,49.7090964266384,50.2909035733616,..
2015,YR2015,Honduras,HND,22.433,74.495,72.148,76.829,1.74147410181564,4563218,4549686,9112904,49.9257536346262,50.0742463653738,..
2015,YR2015,"Hong Kong SAR, China",HKG,8.2,84.2780487804878,81.4,87.3,0.851197911086988,3909083,3382217,7291300,46.3870263145297,53.6129736854703,..
2015,YR2015,Hungary,HUN,9.4,75.5682926829269,72.3,79,-0.237855001984657,5165373,4677655,9843028,47.5225162802947,52.4774837197054,..
2015,YR2015,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,Iceland,ISL,12.5,82.4682926829268,81.2,83.8,1.04194038662969,164840,165975,330815,50.1715434672675,49.8284565327326,..
2015,YR2015,IDA & IBRD total,IBT,20.4410573190342,70.3639735228594,68.2818162744202,72.5962043423908,1.29173689840125,3057985044,3124742850,6184735051,50.5398734012068,49.4601265987932,..
2015,YR2015,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..
2015,YR2015,India,IND,18.625,68.607,67.468,69.835,1.11689591278599,628929060,681223332,1310152392,51.9957324170576,48.0042675829424,..
2015,YR2015,Indonesia,IDN,19.165,70.768,68.651,72.992,1.26782970253157,128250415,130132842,258383257,50.3642703133818,49.6357296866182,..
2015,YR2015,"Iran, Islamic Rep.",IRN,19.066,75.796,74.755,76.922,1.31632102523348,38762065,39730143,78492208,50.6166714025932,49.3833285974068,..
2015,YR2015,Iraq,IRQ,31.109,69.929,67.878,71.993,3.3162514919462,17588528,17983741,35572269,50.5555071564313,49.4444928435687,..
2015,YR2015,Ireland,IRL,13.9,81.4536585365854,79.6,83.4,0.944845307474728,2374896,2327061,4701957,49.4913184966104,50.5086815033896,..
2015,YR2015,Isle of Man,IMN,..,..,..,..,-0.307101968807689,..,..,83232,..,..,..
2015,YR2015,Israel,ISR,21.3,82.0512195121951,80.1,84.1,1.98128897562083,4224621,4155479,8380100,49.5874661089007,50.4125338910993,..
2015,YR2015,Italy,ITA,8,82.5439024390244,80.3,84.9,-0.0963761331392095,31262660,29467922,60730582,48.5223773078922,51.4776226921078,..
2015,YR2015,Jamaica,JAM,16.633,74.098,72.574,75.687,0.551043933758775,1454324,1436700,2891024,49.6951945054763,50.3048054945237,..
2015,YR2015,Japan,JPN,8,83.7939024390244,80.75,86.99,-0.106124993746747,65016722,62124278,127141000,48.8625050444333,51.1374949555667,..
2015,YR2015,Jordan,JOR,24.274,74.078,72.441,75.817,3.82497489731351,4573163,4693410,9266573,50.6488213064312,49.3511786935688,..
2015,YR2015,Kazakhstan,KAZ,22.71,71.97,67.49,76.26,1.46148468519161,9049058,8493748,17542806,48.417272696749,51.582727303251,..
2015,YR2015,Kenya,KEN,30.688,64.798,62.452,67.111,2.49176754837837,24095730,23782609,47878339,49.6730034849371,50.3269965150629,..
2015,YR2015,Kiribati,KIR,28.98,67.291,63.191,71.379,1.39802743576964,56436,54491,110927,49.1232973036321,50.8767026963679,..
2015,YR2015,"Korea, Dem. People's Rep.",PRK,13.91,71.481,67.838,74.861,0.501732435620516,12869582,12314250,25183832,48.8974434073417,51.1025565926583,..
2015,YR2015,"Korea, Rep.",KOR,8.6,82.0243902439024,79,85.2,0.527288497407793,25452787,25562160,51014947,50.1071963613702,49.8928036386298,..
2015,YR2015,Kosovo,XKX,16.9,71.4951219512195,69.3,73.8,-1.3649323381159,..,..,1788196,..,..,..
2015,YR2015,Kuwait,KWT,16.086,75.13,74.396,76.173,3.84418504828989,1579599,2255989,3835588,58.8172921596376,41.1827078403624,..
2015,YR2015,Kyrgyz Republic,KGZ,27.4,70.6512195121951,66.7,74.8,2.05902596620676,3009509,2947391,5956900,49.4785980360207,50.5214019639793,..
2015,YR2015,Lao PDR,LAO,24.71,66.546,64.765,68.331,1.5155746860205,3360147,3381013,6741160,50.1547656486421,49.8452343513579,..
2015,YR2015,Late-demographic dividend,LTE,13.0330184778382,75.4727236960534,72.8236605218527,78.3530198322936,0.650958849824647,1116400021,1139636236,2256036257,50.514978747847,49.485021252153,..
